STATION_ID,STATION_NAME,FULL_STATION_NAME,STATION_NUMBER,LATITUDE,LONGITUDE,COUNTY_NAME
1,AMERICAN,American River at Water Treatment Plant,A0714010,38.5596,-121417,Sacramento
2,CACHE,Cache Slough @ Vallejo P.P,B9D81781448,38.2969,-121748,Solano
3,LINDSEY,Lindsey Slough @ Hastings Cut,B9D81581462,38263,-121771,Solano
4,AGDGRAND,Ag Drain on Grand Island,B9V81171369,38.1941,-121617,Sacramento
5,AGDTYLER,Ag Drain on Tyler Island,B9V80801348,38.1324,-121.58,Sacramento
6,LCONNECT,Little Connection Sl. @ Empire Tr.,B9D80371300,38061,-121502,San Joaquin
7,AGDEMPIRE,"Ag Drain on Empire Tract, W.end 8-Mi.Rd.",B9V80361299,38.0602,-121499,San Joaquin
8,ROCKSL@OR,Rock Slough @ Old River,B9D75841348,37.9727,-121582,Contra Costa
9,CLIFTON,Clifton Court Intake,KA000000,37.8298,-121557,Contra Costa
10,DMC Intake,Delta Mendota Canal Intake @ Lindemann Rd.,B9C74901336,37816,-121561,Contra Costa
11,H.O. Banks Headworks,Delta P.P. Headworks at H.O. Banks PP,KA000331,37.8019,-121.62,Alameda
12,MR@BordenHwy,Middle River @ Borden Hwy.,B9D75351293,37891,-121.49,San Joaquin
13,DVSR,Lake Del Valle Stream Release,DV004000,37.5636,-121687,Alameda
14,Mallard Sl@CCWD PP,Mallard Slough at CCWD PP,B8S80221556,38.0358,-121928,Contra Costa
15,NOBAY,North Bay Interim PP Intake,KE000000,38.2019,-122126,Solano
16,BARKER,Barker Slough Near Pumping Plant,B9D81651476,38.2746,-121794,Solano
17,NATOMAS,Natomas Main Drain,A0V83681312,38.6138,-121522,Sacramento
18,BOULDIN1,"Ag Drain on Bouldin Tract, PP. No. 1",B9V80541310,38.0894,-121519,San Joaquin
19,BouldinAgDrain2,"Ag Drain on Bouldin Tract, PP. No. 2",B9V80541311,38.0897,-121519,San Joaquin
20,EGBERTPP01,"Ag Drain on Egbert Tract, PP. No. 1",B9V81181397,38.1971,-121662,Solano
21,EGBERTPP02,"Ag Drain on Egbert Tract, PP. No. 2",B9V81461416,38.2435,-121694,Solano
22,KINGISPP01,"Ag Drain on King Island, PP. No. 1",B9V80461224,38.0758,-121449,San Joaquin
23,KINGISPP02,"Ag Drain on King Island, PP. No. 2",B9V80271262,38.0455,-121437,San Joaquin
24,KINGISPP03,"Ag Drain on King Island, PP. No. 3",B9V80331273,38.0585,-121458,San Joaquin
25,MCCORWIL01,Ag Drain on McCormack/Williams Tr. No.1,B9V81421292,38.2358,-121488,Sacramento
26,MCCORWIL02,Ag Drain on McCormack/Williams Tr. No.2,B9V81551295,38259,-121493,Sacramento
27,MOSSDALE01,"Ag Drain on Mossdale Tract, PP. No. 1",B9V75391195,37.8977,-121326,San Joaquin
28,MOSSDALE02,"Ag Drain on Mossdale Tract, PP. No. 2",B9V75381196,37896,-121327,San Joaquin
29,MOSSDALE03,"Ag Drain on Mossdale Tract, PP. No. 3",B9V75251199,37.8744,-121332,San Joaquin
30,MOSSDALE04,"Ag Drain on Mossdale Tract, PP. No. 4",B9V75221196,37.8702,-121328,San Joaquin
31,MOSSDALE05,"Ag Drain on Mossdale Tract, PP. No. 5",B9V75131191,37.8555,-121319,San Joaquin
32,MOSSDALE06,"Ag Drain on Mossdale Tract, PP. No. 6",B9V75071192,37.8444,-121.32,San Joaquin
33,MOSSDALE08,"Ag Drain on Mossdale Tract, PP. No. 8",B9V74911187,37.8183,-121314,San Joaquin
34,MOSSDALE09,"Ag Drain on Mossdale Tract, PP. No. 9",B9V74911188,37.8188,-121315,San Joaquin
35,MOSSDALE10,"Ag Drain on Mossdale Tract, PP. No. 10",B9V75501184,37.9166,-121307,San Joaquin
36,MOSSTRPP01,"Ag Drain on Moss Tract, PP. No. 1",B9V75581196,37.9299,-121327,San Joaquin
37,MOSSTRPP02,"Ag Drain on Moss Tract, PP. No. 2",B9V75561194,37.9263,-121324,San Joaquin
38,MOSSTRPP03,"Ag Drain on Moss Tract, PP. No. 3",B9V75521183,37.9196,-121307,San Joaquin
39,NETHERLAND01,"Ag Drain on Netherland Tr., PP. No. 1",B9V81761386,38.2927,-121647,Yolo
40,NETHERLAND02,"Ag Drain on Netherland Tr., PP. No. 2",B9V81791362,38.2985,-121605,Yolo
41,PESCADERO01,"Ag Drain on Pescadero Tr., PP. No. 1",B9V74811246,37.8016,-121411,San Joaquin
42,PESCADERO02,"Ag Drain on Pescadero Tr., PP. No. 2",B9V74811241,37.8021,-121402,San Joaquin
43,PESCADERO03,"Ag Drain on Pescadero Tr., PP. No. 3",B9V74821231,37.8035,-121386,San Joaquin
44,PIERSONPP01,"Ag Drain on Pierson Tr., PP. No. 1",B9V81801307,38.3163,-121512,Sacramento
45,PROSPECTPP01,"Ag Drain on Prospect Island, PP. No. 1",B9V81521393,38.2535,-121657,Solano
46,PROSPECTPP02,"Ag Drain on Prospect Island, PP. No. 2",B9V81461400,38.2371,-121668,Solano
47,RINDGEPP01,"Ag Drain on Rindge Tract, PP. No. 1",B9V80001255,37.9996,-121427,San Joaquin
48,RINDGEPP02,"Ag Drain on Rindge Tract, PP. NO. 2",B9V80271282,38.0455,-121471,San Joaquin
49,RIOBLANCO01,"Ag Drain on Rio Blanco Tr., PP. No. 1",B9V80481248,38.0802,-121415,San Joaquin
50,RIOBLANCO02,"Ag Drain on Rio Blanco Tr., PP. No. 2",B9V80441249,38073,-121417,San Joaquin
51,SHIMATR,Ag Drain on Shima Tract,B9V80131231,38.0213,-121386,San Joaquin
52,TERMPP01,"Ag Drain on Terminous Tract, PP. No. 1",B9V80561290,38.0938,-121484,San Joaquin
53,TERMPP02,"Ag Drain on Terminous Tract, PP. No. 2",B9V80691297,38.1108,-121497,San Joaquin
54,TYLERPP01,"Ag Drain on Tyler Island, PP. No. 1",B9V81221312,38.2038,-121.52,Sacramento
55,TYLERPP02,"Ag Drain on Tyler Island, PP. No. 2",B9V80791347,38.1313,-121.58,Sacramento
56,UPJONESPP01,"Ag Drain on Upper Jones Tr., PP. No. 1",B9V75441298,37.9058,-121498,San Joaquin
57,UPJONESPP02,"Ag Drain on Upper Jones Tr., PP. No. 2",B9V75641318,37.9391,-121532,San Joaquin
58,BRANNANPP01,"Ag Drain on Brannan Island, PP. No. 1",B9V80671368,38.1119,-121614,Sacramento
59,BRANNANPP02,"Ag Drain on Brannan Island, PP. No. 2",B9V80711377,38.1183,-121629,Sacramento
60,BRANNANPP03,"Ag Drain on Brannan Island, PP. No. 3",B9V80721385,38.1191,-121642,Sacramento
61,BRANNANPP04,"Ag Drain on Brannan Island, PP. No. 4",B9V80741398,38.1233,-121664,Sacramento
62,AGDCLIFTON,Ag Drain on Clifton Court,B9V74961340,37.8266,-121568,Contra Costa
63,MOSSDALE07,"Ag Drain on Mossdale Tract, PP. No. 7",B9V74831187,37.8046,-121312,San Joaquin
64,MOSSDALE11,"Ag Drain on Mossdale Tract, PP. No. 11",B9V75451194,37.9083,-121324,San Joaquin
65,PESCADERO04,"Ag Drain on Pescadero Tract, PP. No. 4",B9V74781220,37.7966,-121368,San Joaquin
66,UPEGBERTPP01,"Ag Drain on Upper Egbert Tr., PP. No. 1",B9V81471419,38.2466,-121.66,Solano
67,UPEGBERTPP02,"Ag Drain on Upper Egbert Tr., PP. No. 2",B9V81501433,38.2502,-121.72,Solano
68,UPEGBERTPP03,"Ag Drain on Upper Egbert Tr., PP. No. 3",B9V81521435,38.2524,-121726,Solano
69,COLUSA,Ag Drain on Colusa Basin Main Drain,A0294500,38.7993,-121725,Yolo
70,KARNACK,Karnack (RD 1500),A0292600,38.7849,-121656,Sutter
71,MAZE,San Joaquin R. @ Maze Rd. Bridge,B0704000,37.6399,-121228,Stanislaus
72,LJONES01,"Ag Drain on Lower Jones Tr., PP. No. 1",B9V75651318,37.9402,-121531,San Joaquin
73,LJONES02,"Ag Drain on Lower Jones Tr., PP. No. 2",B9V75831305,37.9708,-121501,San Joaquin
74,TWITCHELLPP01,"Ag Drain on Twitchell Isl., PP. No. 1",B9V80661391,38.0966,-121651,Sacramento
75,MOKSNODGRASS,Mokelumne Riv North BL Snodgrass Slough,B9D81341303,38223,-121507,San Joaquin
76,CHECK 13,"CA Aqueduct, Ck 13, O'Neill Outlet",KA007089,37.0742,-121015,Merced
77,CHECK 12,"CA Aqueduct, Ck 12, O'Neill Inlet",KA006680,37.1127,-121.06,Merced
78,DYER CHECK,"So. Bay Aqueduct, Dyer Ck.",KB000391,37.7569,-121675,Alameda
79,KINGS IS.IN.,Kings Island Inflow  for Kings Is. PP,DWRCD001,38.0159,-121459,Fresno
80,SACRRIOVISTA,Sacramento River @ Rio Vista Bridge,B9D80961411,38.1596,-121686,Solano
81,COSUMNES,Cosumnes River @ Dillard Road,B0117501,38491,-121161,Sacramento
82,Del Valle Reservoir,Lake Del Valle at Glory Hole,DV001000,37.6147,-121746,Alameda
83,HONKER,Honker Cut at Atherton Road Bridge,B9D80361275,38.0594,-121459,San Joaquin
84,MOKELUMNE,Mokelumne R. @ Lower Sacramento Rd,B0210520,38.1574,-121298,San Joaquin
85,SLDCK17,San Luis Drain at Check 17,B0V65800402,36.9663,-120671,Merced
86,SLDCK02,San Luis Drain at Check 02,B0V71390510,37.2324,-120851,Merced
87,SLDCK41,San Luis Drain at Check 41,B0V64660223,36.7769,-120373,Merced
88,SLDPD5,San Luis Drain at Kesterson Pond No. 5,B0V71410533,37.2349,-120889,Merced
89,OR Ab Rock Sl,Old River North of Rock Slough (St 4b),B9D75891348,37.9827,-121581,Contra Costa
90,OR Bl Rock Sl,Old River South of Rock Slough (St 5A),B9D75811343,37.9694,-121572,San Joaquin
91,STATION06A,Old R. S/O Orwood (St 6A),B9D75571335,37.9283,-121559,Contra Costa
92,OR nr Byron Hwy 4 Br,Old R. nr. Byron (St 9) (NEAR HWY 4 BRIDGE),B9D75351342,37891,-121.57,Contra Costa
93,DELTACRCHAN,Delta Cross Channel Gate nr Walnut Grove,B9D81481305,38.2466,-121.51,Sacramento
94,GEORGSLWALNUT,Georgiana Slough at Walnut Grove Bridge,B9D81441309,38.2374,-121517,Sacramento
95,MRIVBACON,Middle River at Bacon Island Bridge,B9D75741317,37.9558,-121529,San Joaquin
96,MIDMOWRY,Middle River at Mowry Bridge (Undine Rd),B9D75011229,37.8349,-121384,San Joaquin
97,TURNERCUT,Turner Cut at McDonald Island Ferry (Sample from B,B9D75881285,37.9796,-121475,San Joaquin
98,OR@SandMndSl,Old River at Sand Mound Slough,B9D80191348,38.0321,-121581,Contra Costa
99,LATHAM,Middle River nr Latham Sl (Ferry Site),B9D80011307,38.0024,-121512,San Joaquin
100,CONNMAND,Connection Sl. at Mandeville Isl Bridge,B9D80031294,38.0049,-121532,San Joaquin
101,OR nr SantaFBaconIs,Santa Fe-Bacon Island Cut nr Old River,B9D75651333,37.9405,-121557,San Joaquin
102,NVICWOOD,Woodward/N. Victoria Canal nr Old River,B9D75481334,37.9135,-121558,San Joaquin
103,North C nr OR,North Canal nr Old River,B9D75171329,37863,-121.55,San Joaquin
104,SACWSACINT,Sacramento River at W. Sac Intake Structure,A0210451,38598,-121549,Yolo
105,GRANTOLD,Grant Line/Fabian/Bell Canals nr Old R.,B9D74931328,37.8194,-121548,San Joaquin
106,OLDRIVDMC,Old River U/S from DMC Intake,B9D74891331,37.8149,-121553,Alameda
107,WEBB01,"Ag Drain on Webb Tract, PP. No. 1",B9V80451387,38.0755,-121646,Contra Costa
108,WEBB02,"Ag Drain on Webb Tract, PP. No. 2",B9V80381361,38063,-121602,Contra Costa
109,HOLLAND01,"Ag Drain on Holland Tract, PP. No. 1",B9V75931350,37.9877,-121584,Contra Costa
110,HOLLAND02,"Ag Drain on Holland Tract, PP. No. 2",B9V80011348,38.0023,-121584,Contra Costa
111,HOLLAND03,"Ag Drain on Holland Tract, PP. No. 3",B9V80111361,38.0185,-121603,Contra Costa
112,BaconAgDrain1,"Ag Drain on Bacon Island, PP. No. 1",B9V75881342,37.9794,-121.57,San Joaquin
113,BaconAgDrain2,"Ag Drain on Bacon Island, PP. No. 2",B9V80031329,38.0044,-121549,San Joaquin
114,FALSETIP-WEBB,False River at Southerly Tip of Webb Tr.,B9D80301377,38.0499,-121.63,Contra Costa
115,OLDR-DMC-CLIFT,Old River 6/10 mile below DMC intake.,B9D74951331,37.8244,-121552,Contra Costa
116,CONCOSPP1,Contra Costa PP Number 01,B9591000,37.9788,-121702,Contra Costa
117,STATENPP01,Ag Drain on Staten Island PP. No. 1,B9V80881307,38.1458,-121513,San Joaquin
118,STATENPP02,Ag Drain on Staten Island PP. No. 2,B9V80751335,38.1252,-121559,San Joaquin
119,VENICE,Ag Drain on Venice Island,B9V80481319,38.0799,-121539,San Joaquin
120,WOODWARDPP,Ag Drain on Woodward Island,B9V85491328,37.9149,-121547,San Joaquin
121,MANDEVILLEPP01,Ag Drain on Mandeville Island PP. No. 01,B9V80041319,38006,-121534,San Joaquin
122,MANDEVILLEPP02,Ag Drain on Mandeville Island PP. No. 02,B9V80291321,38.0485,-121537,San Joaquin
123,ORWOODPP,Ag Drain on Orwood Tract,B9V85571345,37.9291,-121561,Contra Costa
124,PALMTRPP,Ag Drain on Palm Tract,B9V85651349,37.9408,-121566,Contra Costa
125,PROSL@LHOLTR,Prospect Slough @ S. Tip of Little Holland Tract,B9S81701398,38.2835,-121664,Solano
126,Toe Drain YB LISBON,Yolo Bypass Toe Drain Below Lisbon Weir,B9D82851352,38.4749,-121588,Yolo
127,YOLOBY@LIBR,Yolo Bypass Toe Drain @ Liberty Island Bridge Site,B9D82091386,38.3474,-121645,Solano
128,UPPERANDRUS01,"Ag Drain on Upper Andrus, PP 01",B9V81211321,38.2016,-121544,Sacramento
129,LOWERANDRUS02,"Ag Drain on Lower Andrus, PP 02",B9V80891357,38148,-121601,Sacramento
130,JERSEYPP01,Ag Drain on Jersey Island,B9D80271415,38.0441,-121692,Contra Costa
131,SJRBLINDPT,San Joaquin River at Blind Point,B9D80191432,38.0324,-121.72,Contra Costa
132,OR@Bacon Is,Old River at Bacon Island,B9D75811344,37.9694,-121572,San Joaquin
133,SJOAQNODE09,San Joaquin R. @ Node 09,B9D84651196,37.8206,-121312,San Joaquin
134,SJOAQNODE11,San Joaquin R. @ Node 11,B9D83751199,37.8614,-121324,San Joaquin
135,SJOAQFRCMPSL,San Joaquin R. @ Fr. Cmp Sl,B9D85521191,37.9202,-121319,San Joaquin
136,SJOAQHWY4,San Joaquin R. @ Hwy 4,B9D75571196,37.9283,-121328,San Joaquin
137,SJOAQBASCULE,San Joaquin R. @ Bascule Brdg,B9D85621200,37.9371,-121335,San Joaquin
138,SALMONOLD,S. of Salmon Sl/Old R. Node 57,B9D84831251,37.8045,-121423,San Joaquin
139,PARADISE,Paradise Cut Node 169,B9D84821249,37.8001,-121416,San Joaquin
140,PARDISE168,Paradise Cut Node 168,B9D84831235,37.8019,-121392,San Joaquin
141,PARADISE167,Paradise Cut W. of Bridge,B9D84811222,37.8002,-121.37,San Joaquin
142,MOKGEORGIANA,Mokelumne R. below Georgiana Sl,B9D80771345,38.1269,-121579,Sacramento
143,SOMOK269,S. Mokelumne R. Node 269,B9D80781343,38.1254,-121516,San Joaquin
144,LPOTATOWHITE,L. Potato Sl @ White Sl,B9D80561295,38.0938,-121494,San Joaquin
145,HONKERWHITE,Honker Cut @ White Slough,B9D80161275,38068,-121459,San Joaquin
146,WHITEBISHOP,White Slough nr Bishop,B9D80501249,38.0833,-121417,Inyo
147,DISAPPHONKER,Disappointment Slough @ Honker Cut,B9D80321275,38.0527,-121452,San Joaquin
148,SACRIVLT28,Sacto R. @ Light 28 (Node 351),B9D80801415,38.1439,-121693,Sacramento
149,SACRIVIDA,Sacto R. @ Ida Isl (Node 348),B9D81001375,38162,-121.61,Sacramento
150,SACISLETON,Sacramento River @ Isleton Bridge,B9D81031355,38.1749,-121594,Sacramento
151,CACHEMINER,Cache Sl @ Mouth of Miner Sl,B9D82671424,38.2316,-121674,Lake
152,MIDWOODWARD,Middle River @ Woodward Canal,B9D75481310,37.9141,-121518,San Joaquin
153,POTNODE252,Potato Slough @ Node 252,B9D80531328,38.0906,-121544,San Joaquin
154,MOKRABVGEORGIAN,Mokelumne R. above Georgiana Slough,B9D83451377,38131,-121573,Sacramento
155,SMOKNEWHOPE,Mokelumne River S.F. at New Hope Landing,B9D81361294,38.2266,-121492,San Joaquin
156,OR nr Tracy,Old River nr Tracy,B9D74731285,37.7888,-121476,San Joaquin
157,MRIVTRACY,Middle R @ Tracy Rd Bdg,B9D75291273,37.8813,-121457,San Joaquin
158,GLC@Tracy,Grant Ln Can @ Tracy Rd Bdg,B9D74921269,37.8199,-121.45,San Joaquin
159,JAMESONINT,Jameson WTP Intake,E381342134,38.2238,-122224,Plumas
160,MOKSFSTATEN,Mokelumne River S.F. at Staten Island,B9D80701299,38.1171,-121499,San Joaquin
161,WELL 7,"Schmidt, Well 7",10N/10W-26M1,38.6831,-122945,Sonoma
162,LYTLE CRK NR SB,Lytle Creek near San Bernardino,Y3165000,34.2309,-117483,San Bernardino
163,S A R N/E NORCO,Santa Ana River N/E of Norco,Y6127500,33.9572,-117.53,Riverside
164,PipeNr06S02W06P1,PipeNr06S02W06P1,K04877883725648,33.6707,-117132,Riverside
165,PipeNr06S02W4R,PipeNr06S02W4R,K04920303725648,33671,-117086,Riverside
166,StnIn06S03W23F,StnIn06S03W23F,K04847103721968,33.6374,-117165,Riverside
167,06S02W04R,06S02W04R__aS,06S02W04R__aS,33675,-117088,Riverside
168,NDELTA-1,L. Potatoe sl. at S. end Term. Boat Dock,B9D80691300,38.1124,-121498,San Joaquin
169,NDELTA-2,So. Mokelumne at Wly end Woodbridge Rd,B9D80921301,38.1524,-121503,San Joaquin
170,NDELTA-3,S. Mokelumne .2 mi S of Walnut Gr. Brdge,B9D81341295,38.2224,-121493,San Joaquin
171,NDELTA-4,No. Mokelumne R. at USGS Stream Mile 4.5,B9D81041314,38.1741,-121524,San Joaquin
172,NDELTA-5,No. Mokelumne R. near Walnut Gr. Bridge,B9D81331305,38.2216,-121509,San Joaquin
173,NDELTA-6,Mokelumne R. at Korth's Pirates Lair Mar,B9D80611338,38.1008,-121565,Sacramento
174,TWITCHELL01,Twitchell Island Sample 01,B9V80621369,38.1052,-121617,Sacramento
175,TWITCHELL02,Twitchell Island Sample 02,B9V80641370,38.1057,-121617,Sacramento
176,TWITCH03,"Twitchell Isl Site 03, Westerly Toe Ditch @ Stckpl",B9V80631369,38.1055,-121617,Sacramento
177,TWITCH04,Twitchell Island Study Site 04 (Presample at Clift,B9V80641369A,38106,-121617,Sacramento
178,AN002000,ANTELOPE LK A ANTELOPE C,AN002000,40.1882,-120569,Plumas
179,AN003000,ANTELOPE LK A INDIAN C ARM,AN003000,40.1949,-120.61,Plumas
180,B8842710,LOS BANOS CR AT CONF NO. & SO. FK,B8842710,36.9516,-121109,Merced
181,B8842750,SALT SPR NEAR LOS BANOS RESERVOIR,B8842750,36.9933,-120966,Merced
182,B8842960,LOS BANOS CRK AT END OF RESERVOIR,B8842960,36968,-121993,Merced
183,B9C7490113,DELTA MENDOTA CANAL  LINDERMANN RD BRIDGE,B9C7490113,37.8166,-120189,San Joaquin
184,CA001000,Castaic Lake at Inlet,CA001000,34.5588,-118629,Los Angeles
185,Castaic Tower Outlet,Castaic Lake Outlet Tower,CA002000,34.5152,-118.61,Los Angeles
186,CA003000,CASTAIC LK A NE ARM,CA003000,34.5517,-118578,Los Angeles
187,DKA05014,CA AQUEDUCT DRAIN INLET MILE 50.14,DKA05014,37.3303,-121123,Stanislaus
188,DKA06239,DRAINAGE INLET AT MILE POST 62.39,DKA06239,37.1705,-121067,Merced
189,DKA06651,DKA06651,DKA06651,37.1155,-121058,Merced
190,DKA07457,"DRAINAGE INLET AT MILE POST 74.57, BILLIE WRIGHT R",DKA07457,37.0526,-120957,Merced
191,DKA08212,DKA08212,DKA08212,36.9695,-120875,Merced
192,DKA08267,DKA08267,DKA08267,36.9658,-120869,Stanislaus
193,DKA08671,DRAIN INLET AT MILE 86.71,DKA08671,36.9244,-120829,Merced
194,DKA08927,DRAINAGE INLET AT MILE POST 89.27 R.B.,DKA08927,36.8952,-120794,Merced
195,DKA09657,DKA09657,DKA09657,36.8171,-120726,Fresno
196,DKA11543,DRAINAGE INLET AT W.W.D. #7 LATERAL TURNOUT,DKA11543,36.63,-120505,Fresno
197,DKA11638,"Right bank of Calif Aq.- 2 3"" pipes pumping ponded",DKA11638,36.6182,-120496,Fresno
198,DKA11817,"RIGHT BANK CALIF. AQUEDUCT MILE 118.17, PONDED WAT",DKA11817,36.5945,-120488,Fresno
199,DKA11963,DRAINAGE INLET AT DINUBA ROAD NEXT TO SPOIL BANK,DKA11963,36.5752,-120479,Fresno
200,DKA13481,"DRAINAGE INLET AT MILE POST 134.81, CANTUA CREEK",DKA13481,36.4298,-120296,Fresno
201,DKA13486,DKA13486,DKA13486,36.4286,-120295,Fresno
202,DKA13492,DKA13492,DKA13492,36.4269,-120295,Fresno
203,DKA13780,"RIGHT BANK CALIF. AQUEDUCT MILE 137.80, PONDED WAT",DKA13780,36.3906,-120277,Fresno
204,DKA13814,DKA13814,DKA13814,36.3858,-120271,Fresno
205,DKA13824,DKA13824,DKA13824,36.3855,-120.27,Fresno
206,DKA13895,"RIGHT BANK CALIF. AQUEDUCT MILE 138.95, PONDED WAT",DKA13895,36.3772,-120265,Fresno
207,DKA13896,DKA13896,DKA13896,36377,-120265,Fresno
208,DKA13990,DKA13990,DKA13990,36.3652,-120255,Fresno
209,DKA13995,"RIGHT BANK CALIF. AQUEDUCT MILE 139.95, PONDED WAT",DKA13995,36.3646,-120255,Fresno
210,DKA14095,DKA14095,DKA14095,36.3496,-120249,Fresno
211,DKA14306,DRAINAGE INLET AT MILE POST 143.06,DKA14306,36.3263,-120232,Fresno
212,DKA14312,MILE 143.12 RT. BANK OF CALIF. AQ.   POC 8' INTO P,DKA14312,36.3257,-120231,Fresno
213,DKA15220,CA AQUEDUCT MILE 152.20 RIGHT BANK - PUMP IN OF FL,DKA15220,36.2619,-120097,Fresno
214,DKA15836,"RIGHT BANK CALIF. AQUEDUCT MILE 158.36, PONDED WAT",DKA15836,36.1828,-120049,Fresno
215,DKA15837,DKA15837,DKA15837,36.1826,-120049,Fresno
216,DKA15839,DRAINAGE INLET AT MILE POST 158.39,DKA15839,36.1825,-120049,Fresno
217,DKA16369,CA AQUEDUCT AT MILE 163.69,DKA16369,36.1087,-120066,Fresno
218,DKA16778,DKA16778,DKA16778,36.0668,-120.02,Kings
219,DKA16862,DKA16862,DKA16862,36.0555,-120013,Kings
220,DKA16937,DKA16937,DKA16937,36048,-120004,Kings
221,DKA39800,DKA39800,DKA39800,34.4001,-117347,San Bernardino
222,DMC06803,O'NEILL P&G PLANT. DMC AT MCCABE ROAD BRIDGE. MI 6,DMC06803,37.1153,-121034,Merced
223,DMC06930,O'NEILL P&G PLANT. PLANT INTAKE,DMC06930,37.0986,-121047,Merced
224,Del Valle COW,Del Valle Conserv. Outlet Works,DV000000,37.6183,-121749,Alameda
225,DV002000,LK DEL VALLE A STA B,DV002000,37.5994,-121721,Alameda
226,DV003000,LK DEL VALLE A CREEK,DV003000,37.5808,-121697,Alameda
227,DWP34100,DWP INTERTIE M.P. 311.8 NEAR 270TH ST. W.,DWP34100,34.7876,-118588,Los Angeles
228,E5142301,ARROYO VALLE NR US-E LK DEL VALLE,E5142301,37.5597,-121687,Alameda
229,EL001000,ELDERBERRY LAKE AT POWER PLANT,EL001000,34.5869,-118656,Los Angeles
230,EL002000,ELDERBERRY LAKE AT OUTLET TOWER,EL002000,34.5623,-118634,Los Angeles
231,Frenchman Lk,FRENCHMAN LK NR DM,FR001000,39.8944,-120192,Plumas
232,FR002000,FRENCHMAN LK NR RECREATION AREA,FR002000,39.9152,-120182,Plumas
233,FR003000,FRENCHMAN LK NR UP END OF RES,FR003000,39.9485,-120206,Plumas
234,GKA003522,OAK FLAT WELL,GKA003522,37512,-121228,Stanislaus
235,GKA24020,IMPORT STATION,GKA24020,35.2753,-119.32,Kern
236,GKA24250,HENRY MILLER PUMP-IN,GKA24250,35247,-119302,Kern
237,GKA26746,NON-PROJECT IMPORT STATION (WHEELER RIDGE),GKA26746,35.0758,-119177,Kern
238,GKA26815,NON-PROJECT IMPORT STATION (WHEELER RIDGE),GKA26815,35.0741,-119165,Kern
239,GKA26966,NON-PROJECT IMPORT STATION (WHEELER RIDGE),GKA26966,35.0684,-119141,Kern
240,GKA27121,NON-PROJECT IMPORT STATION (WHEELER RIDGE),GKA27121,35.0649,-119114,Kern
241,GKA27210,NON-PROJECT IMPORT STATION (WHEELER RIDGE),GKA27210,35.0608,-119099,Kern
242,GKA27231,NON-PROJECT IMPORT STATION (WHEELER RIDGE),GKA27231,35.0591,-119095,Kern
243,GKA27253,NON-PROJECT IMPORT STATION (WHEELER RIDGE),GKA27253,35.0581,-119091,Kern
244,GKA27280,NON-PROJECT IMPORT STATION (WHEELER RIDGE),GKA27280,35.0568,-119086,Kern
245,GKA27359,NON-PROJECT IMPORT STATION (WHEELER RIDGE),GKA27359,35.0501,-119076,Kern
246,GKA27375,NON-PROJECT IMPORT STATION (WHEELER RIDGE),GKA27375,35048,-119074,Kern
247,GKA27728,NON-PROJECT IMPORT STATION (WHEELER RIDGE),GKA27728,35.0377,-119021,Kern
248,GKA30537,TEJON 1,GKA30537,34.8187,-118691,Kern
249,GKA30650,TEJON 2,GKA30650,34.8111,-118674,Los Angeles
250,GKA30724,TEJON 3,GKA30724,34.8078,-118661,Los Angeles
251,GKA30808,"TEJON 4,5,6",GKA30808,34.8031,-118648,Los Angeles
252,GKA31030,"TEJON 7,8,9",GKA31030,34.7908,-118614,Los Angeles
253,GKA31160,SCHNAIDT 1,GKA31160,34.7885,-118597,Los Angeles
254,GKA31165,SCHNAIDT 1 SECONDARY,GKA31165,34.7883,-118595,Los Angeles
255,KA003996,CALIFORNIA AQU CHECK NO 7,KA003996,37.4577,-121176,Stanislaus
256,KA004597,CALIFORNIA AQU OAK FLAT T(CHECK8),KA004597,37.3816,-121129,Stanislaus
257,KA005825,CALIFORNIA AQU A MI 58.25,KA005825,37.2166,-121092,Merced
258,KA006239,CA AQUEDUCT MI. 62.39 GROUND WATER RELIF PUMP,KA006239,37.1698,-121066,Merced
259,Check 11 1/2,CALIFORNIA AQUEDUCT NEAR CHECK 12,KA006633,37.1183,-121057,Merced
260,KA007290,MILE 72.90 OF CA. AQUEDUCT LEFT BANK U/S OF BRIDGE,KA007290,37.0669,-120.98,Merced
261,KA007466,CA. AQUEDUCT AT MI. 74.66  BILLIE WRIGHT BRIDGE...,KA007466,37.0513,-120955,Merced
262,KA007500,KA007500,KA007500,37.0475,-120951,Merced
263,KA008851,CALIFORNIA AQU A POLELINE RD,KA008851,36.9066,-120805,Merced
264,KA011382,CA AQUEDUCT AT MI. 113.82,KA011382,36.6474,-120524,Fresno
265,KA011543,CA AQUEDUCT AT W.W.D. 7 LT.  P.O.C. TRASHRACKS  ME,KA011543,36.6298,-120505,Fresno
266,KA011747,CA. AQUEDUCT AT MI. 117.47- MANNING AVE.,KA011747,36.6038,-120.49,Fresno
267,KA012207,MENDOTA POOL PUMPBACK  C.A. AT CHECK 16,KA012207,36.5545,-120442,Fresno
268,KA014055,CA AQUEDUCT AT MILE 140.55 LEFT BANK,KA014055,36.3561,-120.25,Fresno
269,KA014157,CALIFORNIA AQUEDUCT AT OAKLAND AVENUE BRIDGE,KA014157,36.3417,-120246,Fresno
270,KA014323,CALIFORNIA AQUEDUCT AT CHECK 18,KA014323,36.3252,-120229,Fresno
271,KA014325,KA014325,KA014325,36.3255,-120229,Fresno
