STATION_ID,STATION_NAME,FULL_STATION_NAME,STATION_NUMBER,LATITUDE,LONGITUDE,COUNTY_NAME
2804,PREWITT C A HWY 1   ,PREWITT C A HWY 1,D4306850,35.9366,-121471,Monterey
2805,WILD CATTLE C A HWY ,WILD CATTLE C A HWY 1,D4307850,35.97,-121483,Monterey
2806,MILL C A HWY 1      ,MILL C A HWY 1,D4308150,35.9816,-121495,Monterey
2807,KIRK C A HWY 1      ,KIRK C A HWY 1,D4309250,35.99,-121491,Monterey
2808,LIMEKILN C A HWY 1  ,LIMEKILN C A HWY 1,D4310550,36.0083,-121519,Monterey
2809,VICENTE C A HWY 1   ,VICENTE C A HWY 1,D4318050,36.0433,-121584,Monterey
2810,BIG C A HWY 1       ,BIG C A HWY 1,D4320150,36.0716,-121598,Monterey
2811,DOLAN CN A HWY 1    ,DOLAN CN A HWY 1,D4324050,36.1066,-121622,Monterey
2812,LIME C A HWY 1      ,LIME C A HWY 1,D4326050,36.1216,-121631,Monterey
2813,HOT SPRINGS C A HWY ,HOT SPRINGS C A HWY 1,D4328050,36125,-121638,Monterey
2814,BUCK C A HWY 1      ,BUCK C A HWY 1,D4330030,36.1366,-121646,Monterey
2815,ANDERSON CN A HWY 1 ,ANDERSON CN A HWY 1,D4331030,36.1533,-121668,Monterey
2816,MCWAY CN A HWY 1    ,MCWAY CN A HWY 1,D4332030,36.1583,-121671,Monterey
2817,PARTINGTON C A HWY 1,PARTINGTON C A HWY 1,D4333030,36175,-121693,Monterey
2818,TORRE CN A HWY 1    ,TORRE CN A HWY 1,D4333550,36.1966,-121709,Monterey
2819,LAFLER CN A HWY 1   ,LAFLER CN A HWY 1,D4334030,36.2033,-121726,Monterey
2820,GRIMES CN A HWY 1   ,GRIMES CN A HWY 1,D4334530,36.2083,-121734,Monterey
2821,CASTRO CN A HWY 1   ,CASTRO CN A HWY 1,D4335050,36.2166,-121751,Monterey
2822,SYCAMORE C NR MO    ,SYCAMORE C NR MO,D4347050,36.2383,-121813,Monterey
2823,SWISS CN A HWY 1    ,SWISS CN A HWY 1,D4358050,36295,-121866,Monterey
2824,LITTLE R HILL RUNOFF,LITTLE R HILL RUNOFF A HWY 1,D4358450,36.3016,-121878,Monterey
2825,LITTLE SUR R A HWY 1,LITTLE SUR R A HWY 1,D4361020,36.3316,-121886,Monterey
2826,LITTLE SUR R OLD COA,LITTLE SUR R OLD COAST RD,D4361330,36.3283,-121864,Monterey
2827,LITTLE SUR R AB SF  ,LITTLE SUR R AB SF,D4361430,36.33,-121864,Monterey
2828,BIXBY C A OLD COAST ,BIXBY C A OLD COAST RD,D4362850,36.37,-121894,Monterey
2829,ROCKY C A HWY 1     ,ROCKY C A HWY 1,D4363550,36.3783,-121901,Monterey
2830,PALO COLORADO CN C A,PALO COLORADO CN C A HWY 1,D4363850,36.3983,-121904,Monterey
2831,PALO COLORADO CN A P,PALO COLORADO CN A PALO COLORADO,D4364050,36.4,-121903,Monterey
2832,GARRAPATA C A HWY 1 ,GARRAPATA C A HWY 1,D4364550,36.4166,-121913,Monterey
2833,DOUD C NR CARMEL    ,DOUD C NR CARMEL,D4365000,36.4216,-121914,Monterey
2834,GRANITE C A HWY 1   ,GRANITE C A HWY 1,D4370050,36.4366,-121918,Monterey
2835,SOBERANES C A HWY 1 ,SOBERANES C A HWY 1,D4374350,36.4566,-121924,Monterey
2836,MALPASO C A HWY 1   ,MALPASO C A HWY 1,D4374650,36.48,-121938,Monterey
2837,WILDCAT C A HWY 1   ,WILDCAT C A HWY 1,D4374950,36.4966,-121936,Monterey
2838,WILDCAT C A END OF P,WILDCAT C A END OF PETER PAN RD,D4375015,36.49,-121938,Monterey
2839,CARMEL HIGHLANDS C A,CARMEL HIGHLANDS C A HWY 1,D4377050,36505,-121938,Monterey
2840,GIBSON C A HWY 1    ,GIBSON C A HWY 1,D4378050,36.51,-121938,Monterey
2841,SAN JOSE C A HWY 1  ,SAN JOSE C A HWY 1,D4380050,36.5233,-121926,Monterey
2842,RAT C NR LUCIA      ,RAT C NR LUCIA,D4410000,36.0916,-121618,Monterey
2843,ARROYO DE LA CRUZ A ,ARROYO DE LA CRUZ A HWY 1 BR,D5105050,35.7086,-121304,San Luis Obispo
2844,SAN SIMEON C NR CAMB,SAN SIMEON C NR CAMBRIA,D5150000,35.6102,-121076,San Luis Obispo
2845,SANTA ROSA C A CAMBR,SANTA ROSA C A CAMBRIA,D5201000,35.5605,-121095,San Luis Obispo
2846,SANTA ROSA C NR CAMB,SANTA ROSA C NR CAMBRIA,D5215000,35.5769,-120997,San Luis Obispo
2847,VILLA C NR HARMONY  ,VILLA C NR HARMONY,D5355000,35.4928,-120979,San Luis Obispo
2848,OLD C A WHALE ROCK D,OLD C A WHALE ROCK DM,D5401000,35.4494,-120885,San Luis Obispo
2849,SAN LUIS OBISPO C MO,SAN LUIS OBISPO C MO,D5421010,35.1883,-120725,San Luis Obispo
2850,SAN LUIS OBISPO C A ,SAN LUIS OBISPO C A BR SL BAY DR,D5421220,35.1886,-120718,San Luis Obispo
2851,SAN LUIS OBISPO C 10,SAN LUIS OBISPO C 1000 BL O BR RD,D5422220,35185,-120707,San Luis Obispo
2852,SAN LUIS OBISPO C 10,SAN LUIS OBISPO C 101 NR AVILA TF,D5422550,35.1847,-120701,San Luis Obispo
2853,SAN LUIS OBISPO C NR,SAN LUIS OBISPO C NR AVILA,D5423500,35.1958,-120697,San Luis Obispo
2854,DAVENPORT C 20 FT AB,DAVENPORT C 20 FT AB SAN LUIS O C,D5425050,35.2219,-120.69,San Luis Obispo
2855,SAN LUIS OBISPO C EF,SAN LUIS OBISPO C EF 130 FT AB SL,D5425440,35.2308,-120689,San Luis Obispo
2856,SAN LUIS OBISPO C A ,SAN LUIS OBISPO C A HIGUERA BR,D5425550,35.2314,-120689,San Luis Obispo
2857,SAN LUIS OBISPO C 10,SAN LUIS OBISPO C 1000 FT BL STP,D5426060,35243,-120682,San Luis Obispo
2858,PERFUMO C 500 FT AB ,PERFUMO C 500 FT AB SAN LUIS OB C,D5426220,35.2458,-120682,San Luis Obispo
2859,SAN LUIS OBISPO C A ,SAN LUIS OBISPO C A RAW SEWAGE BP,D5427070,35.2533,-120673,San Luis Obispo
2860,SAN LUIS OBISPO C A ,SAN LUIS OBISPO C A PRADO RD BR,D5427110,35255,-120.67,San Luis Obispo
2861,SAN LUIS OBISPO C AB,SAN LUIS OBISPO C AB STP MADONNA,D5427550,35.2669,-120672,San Luis Obispo
2862,STENNEK C 40 FT AB S,STENNEK C 40 FT AB SAN LUIS OBI C,D5427770,35.2766,-120.67,San Luis Obispo
2863,SAN LUIS OBISPO C A ,SAN LUIS OBISPO C A MISSION SLO,D5428080,35.2797,-120664,San Luis Obispo
2864,SAN LUIS OBISPO C NR,SAN LUIS OBISPO C NR CUESTA PK,D5428550,35295,-120643,San Luis Obispo
2865,SAN LUIS OBISPO C NR,SAN LUIS OBISPO C NR SAN LUIS OBI,D5429000,35.2944,-120.63,San Luis Obispo
2866,STENNER C A CAL POLY,STENNER C A CAL POLY SLO,D5433000,35.3066,-120677,San Luis Obispo
2867,DAIRY CREEK BELOW HI,DAIRY CREEK BELOW HIGHWAY 1,D5435000,35.3291,-120.73,San Luis Obispo
2868,OLD C AB WHALE ROCK ,OLD C AB WHALE ROCK DM NR CAYUCOS,D5500000,35.4716,-120864,San Luis Obispo
2869,ARROYO GRANDE A ARRO,ARROYO GRANDE A ARROYO GRANDE,D5510000,35125,-120569,San Luis Obispo
2870,LOPEZ LK NR ARROYO G,LOPEZ LK NR ARROYO GRANDE,D5520300,35.1883,-120488,San Luis Obispo
2871,ESTERO BAY-PACIFIC O,ESTERO BAY-PACIFIC O-MORO BEACH,D5600100,35.3758,-120864,San Luis Obispo
2872,TORO C AB HWY 1 NR C,TORO C AB HWY 1 NR CAYUCOS,D5600500,35.4183,-120868,San Luis Obispo
2873,MORRO C A MORRO BAY ,MORRO C A MORRO BAY,D5630000,35.3783,-120854,San Luis Obispo
2874,SAN BERNARDO C NR MO,SAN BERNARDO C NR MORRO BAY,D5640000,35.3866,-120773,San Luis Obispo
2875,CHORRO C MO         ,CHORRO C MO,D5642510,35.3519,-120827,San Luis Obispo
2876,SAN LUISITO C AB HWY,SAN LUISITO C AB HWY,D5644000,35.3505,-120786,San Luis Obispo
2877,LOS OSOS C NR LOS OS,LOS OSOS C NR LOS OSOS,D5655000,35.3061,-120812,San Luis Obispo
2878,SISQUOC R NR GAREY  ,SISQUOC R NR GAREY,D6210000,34.8528,-120199,Santa Barbara
2879,CUYAMA R BL TWITCHEL,CUYAMA R BL TWITCHELL DM,D6305000,34945,-120293,Santa Barbara
2880,HUASNA R NR ARROYO G,HUASNA R NR ARROYO GRANDE,D6415000,35.1283,-120371,San Luis Obispo
2881,SANTA YNEZ R MO     ,SANTA YNEZ R MO,D8105000,34.6883,-120586,Santa Barbara
2882,SANTA YNEZ R A SOLVA,SANTA YNEZ R A SOLVANG,D8144000,34585,-120146,Santa Barbara
2883,CACHUMA RES NR SANTA,CACHUMA RES NR SANTA YNEZ,D8156500,34588,-119977,Santa Barbara
2884,SAN ANTONIO C NR CAS,SAN ANTONIO C NR CASMALIA,D8220000,34.7816,-120581,Santa Barbara
2885,CACHUMA RES A SANTA ,CACHUMA RES A SANTA BARBARA IT,D8L43409558,34.5672,-119931,Santa Barbara
2886,CACHUMA RES A CACHUM,CACHUMA RES A CACHUMA PT,D8L43529575,34.5867,-119959,Santa Barbara
2887,ATASCADERO C NR GOLE,ATASCADERO C NR GOLETA,D9210000,34425,-119813,Santa Barbara
2888,RINCON C HIGHWAY 101,RINCON C HIGHWAY 101,D9605010,34.3758,-119477,Ventura
2889,MISSION C NR MISSION,MISSION C NR MISSION ST SANTA BAR,D9635000,34.4233,-119723,Santa Barbara
2890,GAVIOTA C NR GAVIOTA,GAVIOTA C NR GAVIOTA,D9671000,34.4883,-120224,Santa Barbara
2891,TD DPS1016,TILE DRAIN DPS1016,DPS1016,,,Fresno
2892,TD DPS1367,TILE DRAIN DPS1367,DPS1367,,,Merced
2893,TD DPS2535,TILE DRAIN DPS2535,DPS2535,,,Fresno
2894,TD DPS3235,PANOCHE DR NR DOS PALOS  B0097500,DPS3235,,,Fresno
2895,TD DPS3465,TILE DRAIN DPS3465,DPS3465,,,Merced
2896,TD DPS4616,TILE DRAIN DPS4616,DPS4616,,,Fresno
2897,GUADALUPE SLU AB MOF,GUADALUPE SLU AB MOFFETT CH,E0B72562001,37.4272,-122003,Santa Clara
2898,GUADALUPE SLU A MOFF,GUADALUPE SLU A MOFFETT FD LDG,E0B72622016,37.4369,-122028,Santa Clara
2899,COYOTE C ESTRY OFF G,COYOTE C ESTRY OFF GUADALUPE SLU,E0B72752031,37.4588,-122052,Santa Clara
2900,COYOTE C NR SUNNYVAL,COYOTE C NR SUNNYVALE,E0B72782015,37.4633,-122025,Santa Clara
2901,SF BAY A SPRR BR A D,SF BAY A SPRR BR A DUMBARTON PT,E0B72982066,37.4966,-122.11,Santa Clara
2902,SF BAY DUMBARTON BR ,SF BAY DUMBARTON BR A DRAWBRIDGE,E0B73032070,37.5055,-122118,San Mateo
2903,SF BAY NR REDWOOD CT,SF BAY NR REDWOOD CTY OFF FOSTER,E0B73382124,37.5633,-122208,San Mateo
2904,SF BAY A SAN MATEO B,SF BAY A SAN MATEO BR (SHIP CH),E0B73502150,37.5835,-122251,San Mateo
2905,SF BAY SAN MATEO B P,SF BAY SAN MATEO B PIER 20 S-CHAN,E0B73522148,37.5872,-122248,San Mateo
2906,SF BAY N OF SAN MATE,SF BAY N OF SAN MATEO BR,E0B73552157,37.5919,-122262,San Mateo
2907,SF BAY A COYOTE PT  ,SF BAY A COYOTE PT,E0B73552194,37.5908,-122325,San Mateo
2908,SF BAY A SAN MATEO B,SF BAY A SAN MATEO BR (PIER 32),E0B73562139,37.5938,-122233,San Mateo
2909,SF BAY A SAN MATEO B,SF BAY A SAN MATEO BR,E0B73622116,37.6038,-122194,San Mateo
2910,SF BAY A SAN MATEO B,SF BAY A SAN MATEO BR (PIER 662),E0B73622120,37.6027,-122201,San Mateo
2911,SF BAY OFF SAN BRUNO,SF BAY OFF SAN BRUNO,E0B74172205,37.6944,-122343,San Mateo
2912,SF BAY SF PORT PIER ,SF BAY SF PORT PIER 24 BAY BR W-2,E0B74752231,37791,-122386,San Francisco
2913,SF BAY NR SF-OAK BR ,SF BAY NR SF-OAK BR OFF RINCON,E0B74782227,37.7966,-122379,San Francisco
2914,SF BAY W OF YERBA BU,SF BAY W OF YERBA BUENA ISL,E0B74812224,37801,-122375,San Francisco
2915,SF BAY A FORT PT    ,SF BAY A FORT PT,E0B74842282,37.8088,-122471,San Francisco
2916,SF BAY A GOLDEN GATE,SF BAY A GOLDEN GATE,E0B74892286,37.8141,-122478,San Francisco
2917,GOLDEN GATE A GG BR ,GOLDEN GATE A GG BR NR SF TOWER,E0B74902285,37.8166,-122477,San Francisco
2918,SF BAY A TREASURE IS,SF BAY A TREASURE ISL,E0B74922224,37.8208,-122375,San Francisco
2919,SF BAY A BERKELEY FI,SF BAY A BERKELEY FISHING PIER,E0B75172194,37861,-122324,Alameda
2920,SAN PABLO BAY A POIN,SAN PABLO BAY A POINT SAN PABLO,E0B75772256,37961,-122427,Contra Costa
2921,SAN PABLO STRAIT W O,SAN PABLO STRAIT W OF THE BROTHER,E0B75772262,37.9624,-122437,Contra Costa
2922,NEW YORK SL A RAIL R,NEW YORK SL A RAIL R AV PITTSBURG,E0B80221528,38.0366,-121881,Contra Costa
2923,SUISUN BAY A BENICIA,SUISUN BAY A BENICIA (END-PIER),E0B80242082,38.0399,-122138,Solano
2924,SUISUN BAY A PGE DOC,SUISUN BAY A PGE DOCK A PITTSBURG,E0B80251537,38.0416,-121895,Contra Costa
2925,SUISUN BAY A BENICIA,SUISUN BAY A BENICIA (M OF PIER),E0B80252081,38.0413,-122136,Solano
2926,SUISUN BAY NR BENICI,SUISUN BAY NR BENICIA,E0B80262071,38.0438,-122.12,Solano
2927,SACRAMENTO R A W PIT,SACRAMENTO R A W PITTSBURG,E0B80281536,38.0463,-121894,Contra Costa
2928,SACRAMENTO R NR MALL,SACRAMENTO R NR MALLARD ISL,E0B80281544,38.0458,-121907,Contra Costa
2929,SACRAMENTO R AB STAK,SACRAMENTO R AB STAKE PT,E0B80281560,38.0463,-121935,Contra Costa
2930,SACRAMENTO R A CHIPP,SACRAMENTO R A CHIPPS ISL,E0B80301550,38.0494,-121918,Solano
2931,SACRAMENTO R NR SIMM,SACRAMENTO R NR SIMMONS PT,E0B80301559,38.0502,-121934,Solano
2932,SACRAMENTO R AB STAK,SACRAMENTO R AB STAKE PT (MID CH),E0B80301560,38.0494,-121934,Solano
2933,SACRAMENTO R AB SIMM,SACRAMENTO R AB SIMMONS PT,E0B80311557,38051,-121929,Solano
2934,SACRAMENTO R BY SIMM,SACRAMENTO R BY SIMMONS PT,E0B80321560,38.0533,-121935,Solano
2935,SUISUN BAY AB AVON P,SUISUN BAY AB AVON PIER,E0B80322048,38.0535,-122081,Solano
2936,CARQUINEZ STRAITS A ,CARQUINEZ STRAITS A ECKLEY,E0B80322120,38.0533,-122201,Contra Costa
2937,SUISUN BAY A PORT CH,SUISUN BAY A PORT CHICAGO,E0B80342023,38.0566,-122.04,Contra Costa
2938,SAN PABLO BAY A PT D,SAN PABLO BAY A PT DAVIS,E0B80342156,38.0566,-122261,Contra Costa
2939,SUISUN BAY N MIDDLE ,SUISUN BAY N MIDDLE GROUND ISL,E0B80351577,38.0583,-121964,Solano
2940,SUISUN BAY NR PORT C,SUISUN BAY NR PORT CHICAGO,E0B80352014,38.0583,-122025,Contra Costa
2941,SAN PABLO BAY NR ROD,SAN PABLO BAY NR RODEO,E0B80352170,38.0583,-122284,Contra Costa
2942,SUISUN BAY A FREEMAN,SUISUN BAY A FREEMAN ISL,E0B80461595,38.0771,-121993,Solano
2943,SUISUN BAY CUTOFF A ,SUISUN BAY CUTOFF A PT BUCKLER,E0B80572012,38.0946,-122022,Solano
2944,GRIZZLY BAY NR SUISU,GRIZZLY BAY NR SUISUN SLU,E0B80652030,38108,-122051,Solano
2945,PACIFIC OCEAN A GOLD,PACIFIC OCEAN A GOLDEN GATE CHANN,E0074802316,37.7999,-122523,San Francisco
2946,"BOLINAS LAG, UN-CR, ","BOLINAS LAG, UN-CR, NO MORSES GUL",E1022501,37.9244,-122674,Marin
2947,PINE GULCH C A BOLIN,PINE GULCH C A BOLINAS,E1025000,38.9185,-122693,Marin
2948,SAN GERONIMO CH A SI,SAN GERONIMO CH A SIR FRANCIS DRK,E1105001,38.0619,-122816,Marin
2949,OLEMA C A BEAR VLY R,OLEMA C A BEAR VLY RD,E1110901,38.0419,-122789,Marin
2950,OLEMA C AB OLEMA    ,OLEMA C AB OLEMA,E1111401,38.0363,-122784,Marin
2951,LAGUINTAS C A HWY 1 ,LAGUINTAS C A HWY 1 PT REYES,E1119001,38.0646,-122805,Marin
2952,LAGUINTAS C A SIR FR,LAGUINTAS C A SIR FRANCIS DRAKE R,E1125001,38.0505,-122.76,Marin
2953,NICASIO C A PT REYS ,NICASIO C A PT REYS STA PET BR,E1220001,38.0694,-122764,Marin
2954,WALKER C A CAMP TOMA,WALKER C A CAMP TOMALES,E1320101,38.2302,-122915,Marin
2955,KEYS C A HWY 1      ,KEYS C A HWY 1,E1320501,38241,-122905,Marin
2956,KEYS C TRIB A MO A T,KEYS C TRIB A MO A TOMALES,E1320601,38.2427,-122903,Marin
2957,WALKER C A HWY 1    ,WALKER C A HWY 1,E1322501,38.2327,-122913,Marin
2958,CHILENO C TRIB A CHI,CHILENO C TRIB A CHILENO VLY RD,E1325101,38.2127,-122803,Marin
2959,CHILENO C TRIB 4680 ,CHILENO C TRIB 4680 CHILENO VLY R,E1325401,38.2066,-122785,Marin
2960,CHILENO C TRIB-CUL 4,CHILENO C TRIB-CUL 4296 CHILENO R,E1325981,38.2066,-122769,Marin
2961,CHILENO C A 4296 CHI,CHILENO C A 4296 CHILENO VLY RD,E1326001,38.2066,-122769,Marin
2962,VERDE C A MARSHALL P,VERDE C A MARSHALL PETALUMA RD,E1344501,38.1633,-122811,Marin
2963,WALKER C AB VERDE CA,WALKER C AB VERDE CANYON,E1345001,38.1663,-122808,Marin
2964,SALMON C AB ARROYO S,SALMON C AB ARROYO SAUSAL,E1350501,38.1633,-122776,Marin
2965,SALMON C TRIB MARSHE,SALMON C TRIB MARSHEPET-WILSONHIL,E1355101,38.1674,-122732,Marin
2966,STEMPLE C NR FALLON ,STEMPLE C NR FALLON,E1420000,38.2705,-122902,Marin
2967,CHENEY GULCH AB BROO,CHENEY GULCH AB BROOKS GULCH,E1512001,38.3213,-123034,Marin
2968,AMERICANO C A GERICK,AMERICANO C A GERICKE RD,E1522801,38311,-122873,Sonoma
2969,GRAND CANYON A HWY 1,GRAND CANYON A HWY 1,E1801201,38.0841,-122815,Marin
2970,MILLERTON GULCH A HW,MILLERTON GULCH A HWY 1,E1803501,38.1094,-122.84,Marin
2971,TOMALES BAY A CHICKE,TOMALES BAY A CHICKEN RH BEACH,E1804501,38.1096,-122865,Marin
2972,TOMALES BAY TRIB A H,TOMALES BAY TRIB A HEARTS DESIRE,E1805801,38.1324,-122893,Marin
2973,TOMALES BAY TRIB 1-M,TOMALES BAY TRIB 1-MI N MARSHALL,E1807201,38173,-122899,Marin
2974,RODEO LAGOON C AB LA,RODEO LAGOON C AB LAG MARIN PENIN,E1810301,37.8335,-122.52,Marin
2975,ELK VALLEY C AB LAG ,ELK VALLEY C AB LAG MARIN PENINSU,E1810801,37.8458,-122549,Marin
2976,REDWOOD C A B-LAGOON,REDWOOD C A B-LAGOON A MIUR BEACH,E1811201,37.8605,-122564,Marin
2977,LAGUNA RH C 4-MI SW ,LAGUNA RH C 4-MI SW PT REYE STA,E1815704,38.0324,-122872,Marin
2978,SCHOONER BAY C A BLA,SCHOONER BAY C A BLACKSMITH SHOP,E1816901,38.0935,-122914,Marin
2979,PT REYES BE C BL KEY,PT REYES BE C BL KEYHOE PIERCE RD,E1818901,38.1521,-122939,Marin
2980,SCOTTY C NR OCEAN NR,SCOTTY C NR OCEAN NR DUNCAN PT,E1831001,38.3846,-123083,Sonoma
2981,TOMALES BAY A TOMALE,TOMALES BAY A TOMALES B OYSTER CO,E1B80692511,38.1152,-122853,Marin
2982,TOMALES BAY A MARCON,TOMALES BAY A MARCONI COVE MA,E1B80842523,38.1399,-122873,Marin
2983,TOMALES BAY A NICKS ,TOMALES BAY A NICKS COVE-MILLER P,E1B81202552,38.1999,-122922,Marin
2984,TOMALES BAY A HAMLET,TOMALES BAY A HAMLET-JENSENS PIER,E1B81242556,38.2069,-122927,Marin
2985,PACIFIC OCEAN A POTA,PACIFIC OCEAN A POTATO PATCH SHOA,E1074942332,37.8227,-122554,Marin
2986,BODEGA HEAD REACTOR ,BODEGA HEAD REACTOR PIT,E1R81833035,38.3052,-123059,Sonoma
2987,COYOTE C A MAPLE ST-,COYOTE C A MAPLE ST-TAMALPAIS VLY,E2043701,37.8796,-122539,Marin
2988,ARROYO CORTE MAD PRE,ARROYO CORTE MAD PRES BL OLD MILL,E2045301,37.9035,-122544,Marin
2989,CORTA MADERA C BL MA,CORTA MADERA C BL MARIN COLLEGE,E2119001,37.9544,-122548,Marin
2990,SAN RAFAEL C A 5TH A,SAN RAFAEL C A 5TH AVE SAN RAFAEL,E2220401,37.9771,-122541,Marin
2991,GALLINAS C HWY 101 S,GALLINAS C HWY 101 S HAMILTON AFB,E2301201,38.0108,-122542,Marin
2992,MILLER C A HWY 101 S,MILLER C A HWY 101 S HAMILTON AFB,E2301901,38.0299,-122537,Marin
2993,PACHECO C A HWY 101 ,PACHECO C A HWY 101 S HAMILTON AF,E2303301,38.0471,-122533,Marin
2994,ARROYO SAN JOSE A IG,ARROYO SAN JOSE A IGNACIO HWY 101,E2304101,38068,-122539,Marin
2995,NOVATO C A HWY 37   ,NOVATO C A HWY 37,E2314501,38.0869,-122534,Marin
2996,NOVATO C A HWY 101  ,NOVATO C A HWY 101,E2318501,38.0994,-122564,Marin
2997,SAN ANTONIO C A HWY ,SAN ANTONIO C A HWY 101,E2514101,38.1852,-122601,Marin
2998,SAN ANTONIO C AB HWY,SAN ANTONIO C AB HWY 101,E2514501,38.1824,-122626,Sonoma
2999,ADOBE C A LAKEVILLE ,ADOBE C A LAKEVILLE RD,E2515701,38.2344,-122598,Sonoma
3000,PETALUMA R A PETALUM,PETALUMA R A PETALUMA,E2520000,38261,-122661,Sonoma
3001,WILLOW BROOK A STONY,WILLOW BROOK A STONY PT RD,E2522001,38.2744,-122677,Sonoma
3002,PETALUMA R A OLD RED,PETALUMA R A OLD REDWOOD HWY N,E2523001,38.2677,-122671,Sonoma
3003,WILLOW BROOK A ADOBE,WILLOW BROOK A ADOBE RD,E2523501,38.3144,-122664,Sonoma
3004,LICHAU C A RR AVENUE,LICHAU C A RR AVENUE,E2526101,38.3144,-122664,Sonoma
3005,SCHELL C A HWY 121  ,SCHELL C A HWY 121,E2606011,38.2463,-121435,Sonoma
3006,SONOMA C A HWY 121  ,SONOMA C A HWY 121,E2607501,38.2405,-122451,Sonoma
3007,FOWLER C A WATMAUGH ,FOWLER C A WATMAUGH RD,E2612501,38.2635,-122477,Sonoma
3008,SONOMA C OFF HWY 12 ,SONOMA C OFF HWY 12 BL WATMAUGH R,E2617475,38.2619,-122463,Sonoma
3009,SONOMA C A LEVERONI ,SONOMA C A LEVERONI RD,E2617501,38.2763,-122471,Sonoma
3010,SONOMA C A AGUA CALI,SONOMA C A AGUA CALIENETE,E2620000,38.3232,-122494,Sonoma
3011,SONOMA C A HWY 12 BR,SONOMA C A HWY 12 BR,E2663501,38.4274,-122559,Sonoma
3012,TOLAY C A HWY 37 NR ,TOLAY C A HWY 37 NR SEARS PT,E2700110,38.1702,-122458,Sonoma
3013,PETALUMA R A HWY 37 ,PETALUMA R A HWY 37 A GREEN PT,E2E80692303,38.1144,-122506,Sonoma
3014,PETALUMA R BL SAN AN,PETALUMA R BL SAN ANTONIO C,E2E80952325,38.1577,-122543,Sonoma
3015,SAN ANTONIO C NR MO ,SAN ANTONIO C NR MO,E2E80952330,38.1577,-122552,Sonoma
3016,SONOMA C A CAMP SIX ,SONOMA C A CAMP SIX,E2E81062249,38.1769,-122416,Sonoma
3017,SONOMA C S OF SECOND,SONOMA C S OF SECOND NAPA,E2E81122252,38.1863,-122421,Sonoma
3018,SONOMA C A MCGILL   ,SONOMA C A MCGILL,E2E81182261,38.1963,-122436,Sonoma
3019,PETALUMA R A LAKEVIL,PETALUMA R A LAKEVILLE,E2E81192329,38.1988,-122549,Sonoma
3020,PETALUMA R CUT B A S,PETALUMA R CUT B A SCHULTZ SLU,E2E81232342,38.2044,-122571,Sonoma
3021,PETALUMA R A PURPOSE,PETALUMA R A PURPOSED PET-STP-OTF,E2E81292353,38.2146,-122589,Sonoma
3022,PETALUMA R BL HWY 10,PETALUMA R BL HWY 101 A RR BR,E2E81372367,38.2277,-122613,Sonoma
3023,PETALUMA R AB OLD PE,PETALUMA R AB OLD PETALUMA WW-OTF,E2E81372372,38.2288,-122622,Sonoma
3024,PETALUMA R A D ST IN,PETALUMA R A D ST IN PETALUMA,E2E81412381,38.2344,-122636,Sonoma
3025,PETALUMA R A W PAYRA,PETALUMA R A W PAYRAN ST,E2E81472383,38.2449,-122639,Sonoma
3026,NAPA R A DUTTONS LDG,NAPA R A DUTTONS LDG,E3110050,38.2077,-122306,Napa
3027,CANEROS C A OLD SONO,CANEROS C A OLD SONOMA RD BR,E3110320,38.2566,-122341,Napa
3028,NAPA R A 3RD ST BR I,NAPA R A 3RD ST BR IN NAPA,E3112301,38298,-122283,Napa
3029,NAPA C A NAPA (JEFFE,NAPA C A NAPA (JEFFERSON AVE BR),E3112500,38.3016,-122292,Napa
3030,REDWOOD C NR NAPA   ,REDWOOD C NR NAPA,E3120000,38318,-122344,Napa
3031,NAPA R IN NAPA      ,NAPA R IN NAPA,E3121201,38.3091,-122279,Napa
3032,SARCO C A SILVERADO ,SARCO C A SILVERADO TRAIL BR,E3121710,38.3235,-122273,Napa
3033,SARCO C NR NAPA     ,SARCO C NR NAPA,E3122000,38.3321,-122253,Napa
3034,SARCO C AB SNOW FLAT,SARCO C AB SNOW FLAT,E3122401,38.3541,-122214,Napa
3035,MILLIKEN C A NAPA   ,MILLIKEN C A NAPA,E3122500,38.3252,-122274,Napa
3036,MILLIKEN C BL MILLIK,MILLIKEN C BL MILLIKEN DM (MO),E3123680,38.3774,-122228,Napa
3037,MILLIKEN C AB MILLIK,MILLIKEN C AB MILLIKEN RES (MI),E3123800,38.3899,-122231,Napa
3038,SODA C A SILVERADO T,SODA C A SILVERADO TRAIL BR,E3124410,38366,-122288,Napa
3039,NAPA R NR NAPA      ,NAPA R NR NAPA,E3125000,38.3682,-122303,Napa
3040,DRY C NR YOUNTVILLE ,DRY C NR YOUNTVILLE (HWY 29),E3130000,38.3646,-122339,Napa
3041,NAPA R A GRANT BDY L,NAPA R A GRANT BDY LN BR,E3137001,38418,-122351,Napa
3042,RECTOR C A SILVERADO,RECTOR C A SILVERADO TRAIL BR,E3139810,38.4382,-122.35,Napa
3043,CONN C A ROSSI RD OF,CONN C A ROSSI RD OFF CONN VLY RD,E3145120,38.5055,-122.4,Napa
3044,CHILES C AB MOORE C ,CHILES C AB MOORE C,E3146501,38.5082,-122354,Napa
3045,SAGE CN AB LK HENNES,SAGE CN AB LK HENNESSEY,E3147201,38.4916,-122335,Napa
3046,SAGE C FIR CN NR RUT,SAGE C FIR CN NR RUTHERFORD,E3147500,38.4921,-122293,Napa
